warmup,bias_v,h1_signed_v,h2_signed_v,h2_filt_signed_v,dc_v,k_fit,k_h2_signed_v,k_h2_filt_signed_v,k_h2_signed_over_dc,k_h2_filt_signed_over_dc
0,-2.575,0.012631,8.6e-05,5.58429364188345e-05,0.002041,557.8999551650293,0.04797939614419252,0.031154771724351348,23.507788409697465,15.26446434314128
0,-2.475,0.017291,0.000126,5.932427214822687e-05,0.00554,557.8999551650293,0.07029539435079368,0.03309700877169377,12.688699341298499,5.9741893089699944
0,-2.375,0.022643,4.8e-05,5.8764443843514197e-05,0.010969,557.8999551650293,0.026779197847921404,0.03278468058559445,2.4413527074410983,2.9888486266382035
0,-2.275,0.027963,0.000148,6.324169232088039e-05,0.01824,557.8999551650293,0.08256919336442432,0.035282537310379745,4.526819811646071,1.9343496332445036
0,-2.175,0.031711,0.000276,7.391219696011137e-05,0.027281,557.8999551650293,0.15398038762554808,0.04123561137019494,5.644235461513437,1.511513924350095
0,-2.075,0.037536,3.8e-05,7.210559948986755e-05,0.038097,557.8999551650293,0.021200198296271112,0.04022771072254466,0.556479468101717,1.0559285697704455
0,-1.975,0.042389,7.4e-05,7.21797236488391e-05,0.050598,557.8999551650293,0.04128459668221216,0.04026906458751153,0.8159333705326726,0.7958627729853262
0,-1.875,0.044894,3e-05,7.008263851756036e-05,0.064763,557.8999551650293,0.016736998654950878,0.03909910088679388,0.2584345792342986,0.6037259065638386
0,-1.775,0.051387,0.000125,7.28553617095542e-05,0.080588,557.8999551650293,0.06973749439562867,0.04064600303129228,0.8653582964663307,0.5043679335793453
0,-1.675,0.055386,7.7e-05,7.307275585696603e-05,0.098034,557.8999551650293,0.042958296547707255,0.04076728721638648,0.438197936916858,0.4158484527448281
0,-1.575,0.057413,-0.000495,4.4684038611781125e-05,0.117055,557.8999551650293,-0.2761604778066895,0.024929223138105125,-2.3592369211626116,0.21297016904963584
0,-1.475,0.063695,1.6e-05,4.326502725371484e-05,0.137545,557.8999551650293,0.008926399282640468,0.02413755676506128,0.06489802815544345,0.17548843480360085
0,-1.375,0.066483,5.5e-05,4.383992580706729e-05,0.159389,557.8999551650293,0.03068449753407661,0.024458292642201052,0.19251326963640283,0.15345031741337892
0,-1.275,0.069053,-0.00025,2.913036350372373e-05,0.182634,557.8999551650293,-0.13947498879125733,0.016251828492668475,-0.763685780255907,0.08898577752591783
0,-1.175,0.074084,5.1e-05,3.0221579339219983e-05,0.207166,557.8999551650293,0.028452897713416494,0.016860617758367204,0.137343471966522,0.0813869928384349
0,-1.075,0.074742,0.000458,5.162861876358677e-05,0.232917,557.8999551650293,0.2555181794655834,0.02880360409343745,1.097035336474295,0.12366467064850331
0,-0.975,0.078946,-0.000101,4.3988911024899846e-05,0.259867,557.8999551650293,-0.05634789547166796,0.024541411488550085,-0.2168335936139177,0.09443835303655364
0,-0.875,0.081833,7.5e-05,4.554647286198435e-05,0.28777,557.8999551650293,0.04184249663737719,0.02541037516762629,0.14540256676296065,0.08830098748176074
0,-0.775,0.080736,0.000207,5.359542078582733e-05,0.31658,557.8999551650293,0.11548529071916105,0.029900882853463946,0.36479022907057007,0.09444968997872244
0,-0.675,0.085471,-0.000175,4.21576320694816e-05,0.346406,557.8999551650293,-0.09763249215388012,0.023519741041427587,-0.2818441139988341,0.06789645976521073
0,-0.575,0.087177,-2e-06,3.99661396191028e-05,0.37684,557.8999551650293,-0.0011157999103300585,0.02229710750161675,-0.002960938091312118,0.05916863258044993
0,-0.475,0.085436,-0.000321,2.1937773766986417e-05,0.408021,557.8999551650293,-0.1790858856079744,0.012239083001022277,-0.43891340300615506,0.029996208530988052
0,-0.375,0.089824,-8.9e-05,1.639123242580299e-05,0.439956,557.8999551650293,-0.0496530960096876,0.009144667835455061,-0.11285923139970269,0.020785414531123706
0,-0.275,0.089631,0.000253,2.824710924752956e-05,0.472101,557.8999551650293,0.14114868865675242,0.015759060982738424,0.2989798552783248,0.033380698161491765
0,-0.175,0.088511,-0.000562,-1.2539222310646742e-06,0.504625,557.8999551650293,-0.3135397748027465,-0.0006995631564914151,-0.621332226510273,-0.001386303010139044
0,-0.075,0.091431,-0.000126,-7.482914054111922e-06,0.537515,557.8999551650293,-0.07029539435079368,-0.0041747174152928085,-0.1307784793927494,-0.007766699376376117
0,0.025,0.088534,0.000129,-6.438109427075255e-07,0.570384,557.8999551650293,0.07196909421628878,-0.00035918209607128373,0.12617656564049617,-0.0006297197959116731
0,0.125,0.088675,-0.000313,-1.6279587547203684e-05,0.603419,557.8999551650293,-0.17462268596665417,-0.009082381162690105,-0.2893887762345139,-0.015051533283986921
0,0.225,0.089581,-0.000296,-3.0260377371302703e-05,0.636502,557.8999551650293,-0.16513838672884865,-0.016882263178726643,-0.25944676800520444,-0.0265235037418997
