t_s,state,locked,bias_v,err,h1_v,h2_v,dc_v,vpi_v,null_v,peak_v,quad_v,target_v
179.695,LOCKED,1,-1.618000,-0.004000,0.160000,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
180.700,LOCKED,1,-1.607000,0.003900,0.159600,0.000400,0.099800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
181.703,LOCKED,1,-1.621000,-0.006400,0.160000,0.000400,0.100800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
182.706,LOCKED,1,-1.603000,0.007300,0.159300,0.000400,0.099200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
183.707,LOCKED,1,-1.622000,-0.005600,0.160000,0.000400,0.100300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
184.711,LOCKED,1,-1.610000,0.001400,0.159800,0.000400,0.099900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
185.715,LOCKED,1,-1.609000,0.002600,0.159900,0.000400,0.099900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
186.720,LOCKED,1,-1.629000,-0.009600,0.160000,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
187.724,LOCKED,1,-1.605000,0.005000,0.159800,0.000400,0.099500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
188.729,LOCKED,1,-1.622000,-0.005400,0.160100,0.000400,0.100200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
189.733,LOCKED,1,-1.607000,0.004000,0.159700,0.000400,0.099600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
190.739,LOCKED,1,-1.620000,-0.004200,0.159900,0.000400,0.100100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
191.740,LOCKED,1,-1.610000,0.002200,0.159600,0.000400,0.099700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
192.744,LOCKED,1,-1.629000,-0.010000,0.159900,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
193.749,LOCKED,1,-1.607000,0.004000,0.159500,0.000400,0.099400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
194.751,LOCKED,1,-1.621000,-0.005000,0.160000,0.000400,0.100000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
195.755,LOCKED,1,-1.611000,0.003200,0.158900,0.000400,0.098800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
196.758,LOCKED,1,-1.606000,0.003700,0.159600,0.000400,0.099700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
